max-xS,max-yS,min-xS,min-yS,mean-xS,mean-yS,median-xS,median-yS,mode-xS,mode-yS,stdv-xS,stdv-yS,peaktopeak-xS,peaktopeak-yS,interquart-xS,interquart-yS,kurtosis-xS,kurtosis-yS,label
0.7029967904,0.5790857673,0.6932948828,0.5779802203,0.7007375184,0.5786938737,0.7020938396,0.5789190531,0.6932948828,0.5779802203,0.002731454639,0.0003785370348,0.009701907635,0.001105546951,0.003364086151,0.0006964206696,1.227522417,-1.25936045,1
0.3857630491,0.5913835168,0.3835362196,0.5765542984,0.3851122874,0.5877985674,0.3855625689,0.5886019468,0.3835362196,0.5765542984,0.0006955550032,0.003730877134,0.002226829529,0.01482921839,0.001234024763,0.00347584486,-0.6583539111,2.904155839,1
0.5191386938,0.2625608146,0.5150976777,0.2420929819,0.5165367091,0.2527395215,0.5164524317,0.2520358264,0.5191386938,0.2420929819,0.00121559524,0.005018526664,0.004041016102,0.02046783268,0.001920342445,0.0007431507111,-0.513452726,0.3652641726,1
0.2898638844,1.091236472,-0.008216401562,0.900757432,0.04662910067,0.9446790849,0.02448712848,0.9242576361,0.2898638844,1.091236472,0.07116577778,0.04880310337,0.298080286,0.1904790401,0.05889616627,0.06217038631,6.18226071,2.671466256,1
0.6901714802,0.6620309949,0.6723893285,0.641125679,0.6778728927,0.6571227452,0.6762138605,0.6586080194,0.6901714802,0.641125679,0.00518092894,0.004783078639,0.0177821517,0.02090531588,0.007995665073,0.0020596385,-0.1037036697,5.638831824,1
0.3577728868,0.6529780626,0.3430933058,0.6315787435,0.3462896347,0.6490732081,0.34524104,0.6505657434,0.3577728868,0.6315787435,0.003581735777,0.005379765501,0.01467958093,0.02139931917,0.003071278334,0.003082573414,4.28554902,4.789414577,1
0.5054051876,0.335667789,0.4942020476,0.3031046987,0.4965954668,0.3253122919,0.4953104854,0.3265528977,0.5054051876,0.3031046987,0.003054514279,0.009433502071,0.01120314002,0.03256309032,0.002542078495,0.01196870208,2.271140365,0.2617604567,1
0.3431993127,1.463707924,0.3070984781,1.37042141,0.3321205272,1.443365988,0.3340882957,1.455319285,0.3070984781,1.37042141,0.008609668628,0.02688470839,0.03610083461,0.09328651428,0.00707051158,0.0141159296,2.284907513,1.385120091,1
0.6728472114,0.6617885828,0.6721635461,0.6595057249,0.672576698,0.6611789832,0.6726240516,0.6613971591,0.6728354692,0.6595057249,0.0002606972202,0.0007147155001,0.0006836652756,0.002282857895,0.0004829764366,0.0002356171608,-1.260960038,1.19361379,1
0.3440854847,0.6530015469,0.3419106603,0.6520709395,0.3426306041,0.6524372284,0.3420625031,0.6524290442,0.3440854847,0.6521641016,0.0008134879862,0.0003295917682,0.002174824476,0.0009306073189,0.001508444548,0.0004770159721,-1.196443436,-1.0011184,1
0.496663034,0.3420055509,0.4962415099,0.3353234231,0.4965701585,0.338458671,0.4966055155,0.3384432197,0.4964402318,0.3355241418,0.0001121196029,0.00275789834,0.0004215240479,0.006682127714,2.91E-05,0.005738526583,3.894336787,-1.587663496,1
0.3408757746,1.463534236,0.3312268555,1.45075202,0.3351662136,1.458181904,0.3340804875,1.459178925,0.3400362432,1.453653455,0.003928529875,0.004487006892,0.009648919106,0.01278221607,0.008387893438,0.006888985634,-1.498385771,-1.152567663,1
0.6848651767,0.6060715914,0.6774704456,0.5792667866,0.6837537757,0.5864807367,0.6844618917,0.5840352774,0.6774704456,0.6060715914,0.002061901931,0.007330896861,0.007394731045,0.0268048048,0.0007303655148,0.003957405686,4.428177804,1.675783966,1
0.390961349,0.5924248099,0.3692928553,0.5785001516,0.3861904783,0.5827207991,0.3877719194,0.5820718408,0.3692928553,0.5924248099,0.00553780824,0.003156925651,0.02166849375,0.0139246583,0.002231061459,0.002007067204,4.405165466,4.696728889,1
0.5306349397,0.3120637536,0.5198327303,0.2826598883,0.5286868598,0.2887225854,0.5292757452,0.2845078111,0.5198327303,0.3120637536,0.002662374054,0.008642800176,0.01080220938,0.02940386534,0.00110347569,0.008208848536,7.186349438,1.822814538,1
0.3676653206,1.241715312,0.3343195319,0.6673002243,0.3572994726,0.7941747521,0.3590509892,0.7064950168,0.3343195319,1.241715312,0.01073621489,0.1812156765,0.03334578872,0.5744150877,0.01309141517,0.09037341177,-0.2565292689,0.9067612603,1
0.6987906098,0.5808451176,0.6865996718,0.5786101818,0.696144783,0.5794056006,0.6975682378,0.5791018605,0.6865996718,0.5801170468,0.003306635531,0.0006715399647,0.012190938,0.00223493576,0.002821952105,0.0008389651775,1.513742111,-0.6288655212,1
0.3874964118,0.5873529911,0.3860298693,0.5816867352,0.3865153103,0.5852816027,0.3863052726,0.585385561,0.3874964118,0.5816867352,0.0004749089535,0.001614863409,0.001466542482,0.005666255951,0.0007551759481,0.002751350403,-0.8041431104,-0.8317386387,1
0.5252453685,0.2644507885,0.5094852448,0.2394040078,0.5127348252,0.2468701128,0.5118115544,0.2451298237,0.5252453685,0.2644507885,0.003770945281,0.007066946446,0.01576012373,0.02504678071,0.001782000065,0.01142212003,3.888479488,-0.2752263087,1
0.344746381,1.074380875,0.08985451609,0.9574055076,0.1543907867,1.042062399,0.1269731969,1.046331882,0.344746381,0.9574055076,0.07425218627,0.02177225867,0.254891865,0.1169753671,0.07620111108,0.007942676544,0.7644137756,8.280339543,1
0.6880062819,0.5799955726,0.6778049469,0.5792509913,0.6800698191,0.5795661757,0.6796132922,0.5795658529,0.6880062819,0.5799008608,0.002589821122,0.000219827142,0.01020133495,0.0007445812225,0.0003741830587,0.0001896321774,5.829296809,-0.3140882568,1
0.3827289343,0.5787376761,0.3780342937,0.5668188334,0.3790428291,0.5714840392,0.3788302839,0.5707375705,0.3827289343,0.5787376761,0.001223012515,0.003760404122,0.004694640636,0.01191884279,0.0005969777703,0.004338622093,5.275448169,-0.6370783121,1
0.5105390549,0.2520672381,0.5054904819,0.2482086718,0.5068179419,0.2487573884,0.5056887865,0.2483939752,0.5105390549,0.2520672381,0.001839959121,0.001087731536,0.005048573017,0.003858566284,0.002358749509,0.0001609362662,-0.4198995345,5.537154078,1
0.2775521576,1.086825609,0.08407704532,0.7284116149,0.1953636116,0.9168066829,0.20855508,0.9675931334,0.08407704532,0.9754164815,0.05577600785,0.1254532699,0.1934751123,0.3584139943,0.07035895064,0.1752240211,-0.5076569922,-1.339557722,1
0.6627403498,0.5322770476,0.653345108,0.5101201534,0.656433324,0.5183103581,0.6552826166,0.5165607929,0.6627403498,0.5322770476,0.003305507037,0.008129731448,0.009395241737,0.02215689421,0.005695104599,0.01235048473,-0.9448837474,-1.041092875,1
0.3764008582,0.5248012543,0.3745369613,0.506480515,0.3749805018,0.5117327223,0.3746946156,0.5096683502,0.3764008582,0.5248012543,0.0006137385856,0.005533835782,0.001863896847,0.01832073927,0.0007119253278,0.003122106194,0.4493812931,0.7763005055,1
0.5063651204,0.2675643563,0.5056654215,0.2486982793,0.5059228092,0.2614456477,0.5059457719,0.2637225986,0.5056654215,0.2486982793,0.0002122889618,0.005809257709,0.000699698925,0.01886607707,0.000309869647,0.007016308606,-0.5050193866,-0.1223313014,1
0.3146765828,1.157232285,0.2918297946,1.119749904,0.3044366762,1.12861228,0.3048508763,1.122915387,0.3021425605,1.147911906,0.006824398601,0.01205439564,0.02284678817,0.03748238087,0.007143452764,0.007372379303,-0.535593633,0.9044368117,1
0.6900724173,0.6117975116,0.6752576828,0.5807298422,0.6873390955,0.6065669095,0.6884849072,0.6079522967,0.6752576828,0.5807298422,0.003830508839,0.007003532407,0.01481473446,0.03106766939,0.0007836222649,0.002436161041,4.147472783,9.358842868,1
0.3321528435,0.6426062584,0.3176107705,0.6022190452,0.3195798835,0.6361945482,0.318621099,0.639429152,0.3321528435,0.6022190452,0.003327892671,0.009636759275,0.01454207301,0.04038721323,0.000965744257,0.003503799438,10.55090563,7.383623088,1
0.4861520231,0.3071253896,0.475846678,0.2909622788,0.4789250668,0.3030290779,0.4790196717,0.3058257699,0.4861520231,0.2909622788,0.002250157743,0.004838731532,0.01030534506,0.01616311073,0.00217962265,0.005247324705,4.443352732,0.308975395,1
0.2882561386,1.359049082,0.1945720166,1.269770622,0.2331517584,1.331983833,0.2361969203,1.339915395,0.2882561386,1.269770622,0.02582636192,0.02046822315,0.09368412197,0.08927845955,0.02344144881,0.01730072498,-0.2792451512,3.073855553,1
0.6683262587,0.6147164106,0.6582921743,0.6093682051,0.6602840469,0.6134977524,0.6592412591,0.6139059067,0.6683262587,0.6093682051,0.002676926063,0.001435248098,0.01003408432,0.005348205566,0.000387609005,0.000463783741,4.497475404,3.419177243,1
0.3542402089,0.6343635917,0.3374176323,0.6218862534,0.3509813249,0.6240950227,0.3525763452,0.6227921247,0.3374176323,0.6343635917,0.004599108682,0.003498714783,0.01682257652,0.01247733831,0.0008811950684,0.0006999969482,4.013437631,3.938185808,1
0.5079734921,0.2977032959,0.4996363819,0.2746351659,0.5067239014,0.2872376052,0.5074844956,0.2881679535,0.4996363819,0.2977032959,0.002212261032,0.008394116454,0.008337110281,0.02306813002,0.0006104707718,0.01413246989,6.541464833,-1.316555432,1
0.3586650491,1.380534172,0.3035443425,1.362165928,0.3376585795,1.373066966,0.3501171172,1.37439096,0.3113415539,1.364346027,0.02160022928,0.006267392648,0.05512070656,0.01836824417,0.04274642467,0.009064078331,-1.363075499,-1.139722583,1
0.7046333551,0.6739903688,0.6910114288,0.6459699869,0.7025899105,0.6672308668,0.7035092115,0.6699852347,0.6910114288,0.6459699869,0.003314210087,0.007911856115,0.01362192631,0.02802038193,0.002189099789,0.01037602127,7.653353736,1.170742174,1
0.3342212439,0.6628932357,0.3226053119,0.6520812511,0.3251670059,0.6603169404,0.323527813,0.6607862413,0.3342212439,0.6520812511,0.003284728094,0.002470068004,0.01161593199,0.01081198454,0.003828763962,0.001402109861,1.612377405,5.978301792,1
0.5044458508,0.3144471049,0.4968389571,0.3075465858,0.5007473473,0.31253816,0.5003900826,0.3134074807,0.5044458508,0.3075465858,0.002506785066,0.002180404134,0.007606893778,0.006900519133,0.00456469506,0.003334663808,-1.444527177,-0.343675905,1
0.2872695923,1.508082271,0.2435741574,1.41753304,0.2537406189,1.467156634,0.2496171296,1.482382178,0.2872695923,1.41753304,0.01100041599,0.02917527016,0.04369543493,0.09054923058,0.008841138333,0.04779183865,3.406331731,-1.361661552,1
0.6981278658,0.6205003262,0.6885187626,0.5853253603,0.6895345681,0.5891706314,0.6890071929,0.5874542594,0.6981278658,0.6205003262,0.002180160124,0.007897665747,0.009609103203,0.03517496586,0.0003198087215,0.001665532589,12.04435906,12.43556575,1
0.3902283311,0.6177814603,0.3688338697,0.5944287181,0.3853704068,0.5973887112,0.3857614398,0.5952868462,0.3688338697,0.6177814603,0.005176020004,0.005457465981,0.02139446139,0.0233527422,0.00575183332,0.002483040094,3.770810985,9.21577301,1
0.5281507969,0.3081483543,0.5101054907,0.2982158661,0.525062571,0.3011429591,0.5261526108,0.3007850349,0.5101054907,0.3081483543,0.004181831283,0.002975326989,0.01804530621,0.009932488203,0.003156661987,0.003598965704,7.331950101,0.3634035352,1
0.3799780607,1.096824288,0.3445428312,0.6460606456,0.37012636,0.6954386996,0.3717761189,0.664429456,0.3576574028,0.7728155851,0.008324021911,0.1042306053,0.03543522954,0.4507636428,0.00684260577,0.02399811149,3.146740671,10.73137696,1
0.6667000651,0.6070640683,0.6396958828,0.5975129008,0.6490517173,0.6020733118,0.6434311271,0.6030026078,0.6667000651,0.5977213383,0.01036859327,0.004232098775,0.02700418234,0.009551167488,0.01316845417,0.007659167051,-0.9325462634,-1.734618247,0
0.3597340882,0.6196676493,0.3447443247,0.6114625335,0.3516203719,0.6149778111,0.351118058,0.61426121,0.3597340882,0.6114625335,0.004936918337,0.002654564941,0.0149897635,0.008205115795,0.005518391728,0.002008408308,-0.7375934245,-0.4060176737,0
0.5150109529,0.2924161553,0.4363061786,0.2628498971,0.4674229026,0.2720745759,0.4593809843,0.2681566477,0.5150109529,0.2924161553,0.0307143684,0.01017041468,0.07870477438,0.02956625819,0.04619988799,0.008178293705,-1.279289659,0.3327765696,0
0.336844027,1.372838616,0.2702735066,1.298957944,0.2896590148,1.334896786,0.2838463485,1.331563592,0.336844027,1.298957944,0.02249443368,0.02508014827,0.0665705204,0.07388067245,0.01463894546,0.0318928957,0.9392229168,-1.023495018,0
0.6907806396,0.6311587095,0.6649770737,0.6109647751,0.6825293435,0.6216229995,0.6848420501,0.6206758618,0.6649770737,0.6109647751,0.008309003793,0.006708643629,0.02580356598,0.02019393444,0.008071780205,0.007231891155,0.1890068987,-0.9659121343,0
0.3454238176,0.6381674409,0.344409436,0.6268622875,0.3449028234,0.6337238948,0.3449034095,0.6348003149,0.344409436,0.6268622875,0.0003824349096,0.003534197308,0.001014381647,0.01130515337,0.0006303489208,0.002670228481,-1.462583492,-0.2944426158,0
0.5000289679,0.3634032905,0.3978153765,0.3152435422,0.4491750234,0.3472424315,0.4588679671,0.34912166,0.3978153765,0.3152435422,0.04035273119,0.01681861951,0.1022135913,0.04815974832,0.06868302822,0.02317753434,-1.585189544,-0.6976591935,0
0.1763415635,1.310433745,0.114782095,1.251662135,0.1520703054,1.282236457,0.1583106816,1.278541088,0.114782095,1.278541088,0.02163065188,0.02086277843,0.06155946851,0.05877161026,0.03466513753,0.02489376068,-1.153676663,-1.281997587,0
0.6803672314,0.5481256247,0.5890693069,0.4830277562,0.6249832301,0.5025131597,0.6134288311,0.5014235973,0.6803672314,0.5481256247,0.03177159092,0.01585586306,0.09129792452,0.06509786844,0.05617344379,0.01771393418,-1.344882362,2.123742847,0
0.3723458946,0.5325074792,0.3119118512,0.5077638626,0.3393030693,0.52208303,0.3286716044,0.5223448277,0.3631952703,0.5303888917,0.0246865826,0.007965541158,0.06043404341,0.02474361658,0.04978832603,0.01187378168,-1.673007425,-1.042921859,0
0.5055416822,0.2703954577,0.4300011396,0.2331084907,0.461444022,0.2453846914,0.4553360045,0.2458691299,0.5018566847,0.2703954577,0.03077545241,0.01096315629,0.0755405426,0.03728696704,0.06034499407,0.01880294085,-1.58704245,-0.4687035434,0
0.3470479548,1.183400393,0.2742944956,1.114984035,0.3159430816,1.154455977,0.3197596371,1.164860964,0.2742944956,1.168715358,0.01802639245,0.02298474304,0.07275345922,0.06841635704,0.02009946108,0.03908538818,0.1588415801,-1.35893905,0
0.6942529082,0.5812126398,0.6788824797,0.5512367487,0.6913116947,0.5750276297,0.6934580803,0.5793182254,0.6788824797,0.5512367487,0.00519145537,0.0101353835,0.01537042856,0.02997589111,0.002244651318,0.003606200218,2.41612806,2.017581668,0
0.3999984562,0.5941926837,0.3724798262,0.5600602031,0.3922633268,0.5843036249,0.3946769834,0.5895883143,0.3724798262,0.5600602031,0.008691737051,0.01231176874,0.02751863003,0.03413248062,0.005727626383,0.01010233164,1.532131009,-0.1562007619,0
0.4799772799,0.306678921,0.4204604924,0.2549656034,0.4533033147,0.2909281924,0.4576554298,0.2978278697,0.4799772799,0.2549656034,0.02348105939,0.01755345622,0.05951678753,0.05171331763,0.04041065276,0.01670023054,-1.582707565,0.1512267295,0
0.1639288813,1.094861984,0.03387037292,0.9451748133,0.09674140019,1.011228532,0.1072376221,0.9845357537,0.1639288813,1.094861984,0.04883871675,0.0593254257,0.1300585084,0.149687171,0.07518580742,0.1042984128,-1.426827368,-1.577832055,0
0.7109530568,0.5829789042,0.6912334561,0.5684549809,0.7017047584,0.5758323193,0.702855438,0.5754837692,0.6921138167,0.5829789042,0.00834719917,0.005379676006,0.01971960068,0.0145239234,0.01642484963,0.008861884475,-1.719355842,-1.446480217,0
0.3989768028,0.5824380517,0.3926319182,0.5759882331,0.3943827629,0.5785952508,0.3937144578,0.5785310566,0.3989768028,0.5824380517,0.001966027725,0.001671708612,0.006344884634,0.006449818611,0.001312233508,0.001267313957,1.014010119,1.231065242,0
0.5177188516,0.2944810987,0.4916187823,0.2577575743,0.5125453621,0.2708346069,0.515548408,0.2678552568,0.4916187823,0.2944810987,0.00796315182,0.01346515239,0.02610006928,0.03672352433,0.004258692265,0.0211905241,2.974920285,-1.153607115,0
0.1908530146,1.133344293,0.05187093467,0.9378249049,0.09793906175,1.00835762,0.07820096053,0.9875603616,0.05895474181,0.9514370561,0.05181334525,0.07293231861,0.1389820799,0.1955193877,0.06421384681,0.1037764698,-0.8821551682,-1.217684267,0
0.6982129812,0.5680341125,0.6760880947,0.562282145,0.6831359565,0.5646048069,0.6817122102,0.5636051297,0.6982129812,0.5680341125,0.007452098295,0.002278539154,0.02212488651,0.00575196743,0.01020215452,0.00399595499,-0.4262046152,-1.541020682,0
0.3720221817,0.5720020533,0.3540374041,0.5532842875,0.3595055401,0.5621886253,0.3580328077,0.5622314811,0.3720221817,0.5720020533,0.005173141507,0.006922707846,0.01798477769,0.01871776581,0.002993054688,0.01205678284,1.517651804,-1.400281341,0
0.5160397291,0.3163437247,0.4769903719,0.2803488374,0.4970973551,0.3056253672,0.4972255081,0.3127384037,0.5160397291,0.2803488374,0.0141860897,0.01285037171,0.03904935718,0.03599488735,0.02434028685,0.01714136451,-1.423005505,-0.6011245159,0
0.48364079,1.191481471,0.3466503322,1.015583277,0.3962356091,1.113438165,0.3904691935,1.135373116,0.3466503322,1.120120406,0.0419727211,0.07070842399,0.1369904578,0.1758981943,0.04578531533,0.1301527023,-0.1336050188,-1.627023539,0
0.6692965627,0.5592654943,0.6640080214,0.5554915667,0.6669971347,0.5569795737,0.6668241024,0.557105422,0.6663242579,0.5592654943,0.002011392419,0.00125481223,0.005288541317,0.003773927689,0.003533363342,0.001970589161,-1.470627657,-0.9746552932,0
0.3838937581,0.5718310475,0.3596505821,0.5642125607,0.3771733389,0.566990215,0.3826550543,0.5652252436,0.3596505821,0.5671250224,0.00839439965,0.003219980362,0.02424317598,0.007618486881,0.0111682415,0.005969524384,-0.5313220204,-1.341825818,0
0.4790974557,0.3158507049,0.4704341888,0.300639838,0.4744888842,0.3085971245,0.4738868773,0.3079994619,0.4738868773,0.3154249489,0.003205751868,0.006405655136,0.008663266897,0.01521086693,0.006153136492,0.01247411966,-1.399305581,-1.778816872,0
0.3133324981,1.191172719,0.1574938446,1.010816455,0.213233973,1.10214138,0.1763072014,1.10129106,0.2033324093,1.191172719,0.05696399629,0.06477883375,0.1558386534,0.1803562641,0.09551222622,0.1147668362,-1.126731116,-1.245950565,0
0.7002308369,0.6004139185,0.6813172102,0.5842447877,0.6945122274,0.595698038,0.6944308877,0.5959391892,0.6813172102,0.5842447877,0.00413685325,0.003252973985,0.01891362667,0.0161691308,0.005145221949,0.001587092876,2.012591244,4.181859798,0
0.4075346291,0.5981049538,0.3850043714,0.5899855494,0.3976265822,0.5953052411,0.3968155086,0.5964501798,0.3850043714,0.5916085243,0.00812725746,0.00261972029,0.0225302577,0.008119404316,0.01515305787,0.004752233624,-1.658337599,-1.135232194,0
0.499599725,0.3304432333,0.4087997377,0.2999676168,0.4519069585,0.3131917497,0.444020316,0.3083885759,0.4742200673,0.3031274378,0.03713321476,0.01123780805,0.09079998732,0.03047561646,0.07689090073,0.02193841338,-1.738075948,-1.418507772,0
0.1813833565,1.069669485,0.04878492281,0.9526910782,0.09812800414,0.9972277513,0.08824621141,0.9849232435,0.05218569189,0.9746994376,0.04680234205,0.04257097981,0.1325984336,0.1169784069,0.08862359915,0.07946155965,-1.364241656,-1.151753121,0
0.6911189556,0.5823665857,0.6874058843,0.5534012914,0.6882583158,0.5582617734,0.6881481707,0.5541012883,0.6911189556,0.5823665857,0.0009384938786,0.008715719707,0.003713071346,0.02896529436,0.0007976442575,0.002886667848,4.318757441,2.428127613,0
0.3962315619,0.5499972105,0.3843514323,0.5254256725,0.3861834386,0.5282276528,0.3846965879,0.5262795389,0.3962315619,0.5499972105,0.003325119561,0.006376314816,0.01188012958,0.02457153797,0.001414753497,0.001000836492,4.080552896,8.269124928,0
0.5091511607,0.3609347343,0.4795496762,0.3439239264,0.5005641622,0.3571528558,0.5029760003,0.358035475,0.4795496762,0.3439239264,0.008686358989,0.004131304786,0.02960148454,0.01701080799,0.00793684274,0.001793548465,0.607528687,5.820441157,0
0.1269644201,1.106780052,0.1052006036,1.056131005,0.1187048012,1.088576674,0.11817047,1.087826431,0.1052006036,1.056131005,0.005273884026,0.01195694344,0.02176381648,0.0506490469,0.003663990647,0.005714744329,1.494935795,2.318853516,0